date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:07:53	28/28	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/sidenone.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/sidenone.css	(from http://cdainterview.com/)
10:07:54	155/155	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/olight90.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/olight90.css	(from http://cdainterview.com/)
10:07:54	41/41	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarial.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarial.css	(from http://cdainterview.com/)
10:07:54	38/38	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/title26.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/title26.css	(from http://cdainterview.com/)
10:07:54	45/45	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarialspan.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarialspan.css	(from http://cdainterview.com/)
10:07:55	47/47	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/bts46.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/bts46.css	(from http://cdainterview.com/)
10:07:55	48/48	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/bt60.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/bt60.css	(from http://cdainterview.com/)
10:07:55	79/79	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarialnav.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarialnav.css	(from http://cdainterview.com/)
10:07:55	77/77	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/nav17.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/nav17.css	(from http://cdainterview.com/)
10:07:56	39/39	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarialside.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarialside.css	(from http://cdainterview.com/)
10:07:56	1070/1070	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarialheader.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarialheader.css	(from http://cdainterview.com/)
10:07:56	152/152	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/fontarialcontent.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/fontarialcontent.css	(from http://cdainterview.com/)
10:07:56	50/50	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/css/font13.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/css/font13.css	(from http://cdainterview.com/)
10:08:00	15051/15051	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/javascript.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/javascript.js	(from http://cdainterview.com/)
10:08:00	7123/7123	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/scripts/function.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/scripts/function.js	(from http://cdainterview.com/)
10:08:01	2763/2763	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/scripts/jquery.fitvids.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/scripts/jquery.fitvids.js	(from http://cdainterview.com/)
10:08:01	1934/1934	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/plugins/stacks/stacks.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/plugins/stacks/stacks.css	(from http://cdainterview.com/)
10:08:01	103/103	---M--	200	added ('OK')	text/css	date:Fri,%2009%20Mar%202018%2000:32:10%20GMT	http://cdainterview.com/index_files/stacks_page_page0.css	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/index_files/stacks_page_page0.css	(from http://cdainterview.com/)
10:08:02	141/141	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/index_files/stacks_page_page0.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/index_files/stacks_page_page0.js	(from http://cdainterview.com/)
10:08:07	42012/42012	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/scripts/jquery.flexslider.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/scripts/jquery.flexslider.js	(from http://cdainterview.com/)
10:08:07	100535/100535	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Mar%202018%2000:32:10%20GMT	http://cdainterview.com/resources/cda-interview-guide.jpg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/resources/cda-interview-guide.jpg	(from http://cdainterview.com/)
10:08:07	3913/3913	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a43757030df4ce614ad110dbc1432bcc%22	http://connect.facebook.net/en_US/fbds.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/connect.facebook.net/en_US/fbds.js	(from http://cdainterview.com/)
10:08:09	22975/22975	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Mar%202018%2000:32:10%20GMT	http://cdainterview.com/index.html	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/index-2.html	(from http://cdainterview.com/)
10:08:10	27338/27338	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Mar%202018%2000:32:10%20GMT	http://cdainterview.com/how-to-prepare-for-cda-interview.html	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/how-to-prepare-for-cda-interview.html	(from http://cdainterview.com/)
10:08:11	17591/17591	---M--	200	added ('OK')	text/html	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/sample-cda-interview-questions.html	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/sample-cda-interview-questions.html	(from http://cdainterview.com/)
10:08:12	45892/45892	---MC-	200	added ('OK')	text/javascript	date:Thu,%2030%20Apr%202020%2021:54:13%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/www.google-analytics.com/analytics.js	(from http://cdainterview.com/)
10:08:12	13788/13788	---MC-	200	added ('OK')	text/html	date:Sat,%2009%20May%202020%2009:08:12%20GMT	http://cdainterview.com/contact-us.php	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/contact-us.html	(from http://cdainterview.com/)
10:08:12	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2009%20May%202020%2009:08:13%20GMT	http://cdainterview.com/g.c	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/g.25.delayed	(from http://cdainterview.com/)
10:08:14	93871/93871	---M--	200	added ('OK')	application/javascript	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/scripts/jquery-1.7.1.min.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/scripts/jquery-1.7.1.min.js	(from http://cdainterview.com/)
10:08:16	18908/18908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:17	28402/28402	---MC-	200	added ('OK')	text/javascript	date:Sat,%2009%20May%202020%2009:08:13%20GMT	http://www.googleadservices.com/pagead/conversion.js	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/www.googleadservices.com/pagead/f.txt	(from http://cdainterview.com/)
10:08:18	20728/20728	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:19	48976/48976	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:20	18908/18908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.eot?	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfontd41d.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:22	31384/31384	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.ttf	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico-webfont.ttf	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:23	22006/22006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:24	23768/23768	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:25	62445/62445	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:27	22006/22006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.eot?	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfontd41d.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:27	110379/110379	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/images/bemo-logo2.png	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/images/bemo-logo2.png	(from http://cdainterview.com/)
10:08:28	36904/36904	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.ttf	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/socialico_plus-webfont.ttf	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:29	30262/30262	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:32	84385/84385	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:33	30262/30262	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.eot?	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfontd41d.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:34	34032/34032	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:37	32323/32323	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:39	35972/35972	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:39	32323/32323	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.eot?	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfontd41d.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:41	68196/68196	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.ttf	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/theanodidot-regular-webfont.ttf	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:42	179811/179811	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:45	26938/26938	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:45	17688/17688	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:46	35486/35486	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:48	26938/26938	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.eot?	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfontd41d.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:50	10336/10336	---M--	200	added ('OK')	font/woff	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.woff	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.woff	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:50	20230/20230	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.eot	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.eot	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:50	26752/26752	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.ttf	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/Sansumi-Bold-webfont.ttf	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:51	71948/71948	---M--	200	added ('OK')	font/ttf	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.ttf	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/librebaskerville-regular-webfont.ttf	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
10:08:51	22649/22649	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Mar%202018%2000:32:11%20GMT	http://cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.svg	C:/Users/IUO%20Web%20Dev/Desktop/Bemo-academic-consulting-assignment/src/copied/Bemo/cdainterview.com/rw_common/themes/Endeavor/fonts/BEBAS___-webfont.svg	(from http://cdainterview.com/rw_common/themes/Endeavor/styles.css)
